dataset,year,cutoff_doy,cutoff_label,lead_days_to_Mar1,MA_O3_loss,MA_O3_min_DU,MA_O3_min_doy,low_o3_rank,Low25_min_label,predictor_set,model_family,pred_MA_O3_loss,pred_MA_O3_min_DU,pred_low25_probability,prob_rank_desc,prob_top25_alarm
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,4.728281346704477,97.97283492506722,0.43557611119138373,5.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,3.9799551798742017,99.5685057981365,0.6635517089449404,4.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,5.1522602845372765,99.9093066345299,0.5286939626954971,4.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,7.739917724185606,95.40244610398715,0.5294092422448669,3.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,random_forest,6.485921883075004,96.8467140656037,0.6818111179741904,2.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,gradient_boosting,8.092698127829081,97.43391106679215,0.47796811626025054,3.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,linear_l2,7.698105277824593,96.00790538497577,0.5450898997567278,2.0,True
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,random_forest,5.430321615208575,97.88839863849964,0.5884741966271633,7.0,False
BWCN,8,3,01-03,57,26.02682973001144,73.43604278564453,106,1.0,1,DYN_PLUS_PASSIVE_TRACER,gradient_boosting,6.910021162054672,98.30899235562721,0.3877834784587652,7.0,False
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,linear_l2,8.323750195014801,95.0465944032159,0.6219918329631773,2.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,random_forest,9.860658970495894,93.1624651583249,0.732183660018082,4.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,VORTEX_STATE,gradient_boosting,10.65190863056791,93.43794249929242,0.6348955482684265,1.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,linear_l2,5.061191614122319,97.77277128736947,0.43213362467152194,4.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,random_forest,4.5179953221632605,98.81805994556495,0.6325539054792377,4.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,WAVE_FORCING,gradient_boosting,3.9595707083945486,99.97818598740568,0.45995286602192414,5.0,True
BWCN,8,4,01-04,56,26.02682973001144,73.43604278564453,106,1.0,1,DYN_COUPLED,linear_l2,7.909727126387951,95.24228793553554,0.5293398841101757,4.0,True
